cps21_ResponseId,cps21_imp_iss,Q_Language
R_2ayimdDu6De8MT6,health care,EN
R_2aysGu0OEN8chgr,CLIMATE CHANGE,EN
R_2az7yLqB3hi1qCp,housing,EN
R_2az91uAOeTQt8Vv,Santé,FR-CA
R_2azRTH3kpx1Xdfq,Honest media,EN
R_2azbulNLE1RKLbS,More funding for health and education,EN
R_2azgcLGk2k2s0dY,Crime,EN
R_2azwIUs1pdfiplI,L'économie,FR-CA
R_2azxJ3qoYuvwF4F,environnement,FR-CA
R_2azzbJT9FTIQDrh,Après-pandémie,FR-CA
R_2b0IHnobHxLW7Hm,Economic Recovery,EN
R_2b1M4Te0hIXeuIn,Justin trudeau,EN
R_2b1Rd2UjtMqrbFh,the best for the country,EN
R_2b1VwpeKJJTekfW,Climate change,EN
R_2b1WXoFWw3kcZ90,Dealing with the pandemic,EN
R_2b1wlVEhLBhTRtY,Economy,EN
R_2b29Z0CqfMYJd5N,ÉCONOMIE,FR-CA
R_2b2A1XxpEgQoT3l,"waste of money in healthcare.. accountability for hospitals that were given pandemic money and spent it frivously.. because they got money and were of th mindset to use it or lose it..despite spending it foolishly i.e building tents that were never used, expensive rentals of equipment, barely used or used to support temporary locations for clinics costing thousands of dollars",EN
R_2b2IN8soLRmAsSx,Taking care of Canadians first and affordable living,EN
R_2b2XIolDGKd1kRq,Gérer la Covid 19,FR-CA
R_2b2kn9w0uFnRhwQ,DEBT FORGIVENESS,EN
R_2b2lcRmRdOlpruI,Covid,EN
R_2b2wbwAOtivINMq,Defeat Trudeau,EN
R_2b2zRjecSfFB38i,too many refugees,EN
R_2b32oggBsNU8ZxF,accountability of government,EN
R_2b32pMTh48FJfwE,Transparency,EN
R_2b34VHJfhh1daqo,Healthcare/pharmacare,EN
R_2b36MxDfspfIs48,-99,FR-CA
R_2b36u9tXdGEJmss,BUDGET,EN
R_2b3FlyE7hjkuMjR,Rooting out corruption,EN
R_2b3H6AnBPK3MSzo,Taxing the rich,EN
R_2b3Iu6orIMpKWu0,Integrity,EN
R_2b3Ow3HdETiz9lz,Covid-19,EN
R_2b3i3mg0DQZitoo,Environment,EN
R_2b3mltGWgtnr3ZH,finance,FR-CA
R_2b3mqMQIMULDKch,Reprise économique après la pandémie,FR-CA
R_2b3okzhnTxlTItI,Guns,EN
R_2b3sy9slbHvxDno,Honestly no clue,EN
R_2b4anCKNQPC8l7z,Économie,FR-CA
R_2b4aoGkosEGhMHu,senior care,EN
R_2bF4x0XACpUgqI1,Taxes,EN
R_2bHm5V1lpysZpfQ,Avoir un gouvernement majoritaire pour eviter d'etre constamment en election,FR-CA
R_2bHnSSnc4pAKHGP,Pandemic recovery,EN
R_2bHp0vyxEQvKEPE,I guess the future about the pandemic,EN
R_2bIEQhF9UFSGD1L,The presidents,EN
R_2bISJx21QsVy3hW,Taxes,EN
R_2bIb63INMpOGuxK,TAXES TO BE REDUCED,EN
R_2bJCjc0UO9Ye8eZ,Pouvoir des provinces transfert du federal,FR-CA
R_2bJc3HuVrBAD8uY,Health care and services,EN
R_2bJcDdNdNUOmdub,Aucune idee,FR-CA
R_2bK4pbrWgefAXog,covid,FR-CA
R_2bKwbQhYqIT0eJB,Education and health care,EN
R_2bMYkt6bBOrDign,Health care,EN
R_2bN00Jae3Mo5JDX,care for seniors,EN
R_2bN5zYlYffrksun,"Taking action in giving indigenous peoples clean water, rights and land back , decolonization",EN
R_2bNugj5lLLSV0yZ,Le Quebec et la langue francaise,FR-CA
R_2bNyR1OqF9pfJvI,pandemic,EN
R_2bO9sYcmjxHt7U2,Federal debt,EN
R_2bOGUhZpPbe6JrT,Health care,EN
R_2bOcsW8E5nKX9HE,Supporting children,EN
R_2bOh3Hj9OVShALy,La santé,FR-CA
R_2bOinC2HvNZMMsm,Argent pour les familles,FR-CA
R_2bOzZSzQVyH1N3h,taxes,EN
R_2bP1x40GUuYpEc3,Economy,EN
R_2bP32WMrHgsQw0K,"Getting rid of trudeau, gettingmoney back into po kets of lower/middle class",EN
R_2bPIkl5Bd7gVXYe,Les finances,FR-CA
R_2bPJHLkNWoSDszB,The mandatory vaccination,EN
R_2bPkUpC5V0QrinA,Le covid,FR-CA
R_2bPkxEnhjNFKn6U,Managing COVID-19 and restoring the economy to that of better days prior to the pandemic,EN
R_2bQd94zB6yDG0EP,Deficit,EN
R_2bQrYH0Y1kPw1BA,LA COVID,EN
R_2bQuIRpQHvi4bWn,Environmental Issues,EN
R_2bQuJWkxx0wAQGf,Seniors benefits,EN
R_2bT6CbzzGaVvGoB,Réchauffement climatique,FR-CA
R_2bTA6WBxjzoMYm2,Honesty,EN
R_2bTNfOl1Q5SiPYX,"Equality, Vaccine Mandates",EN
R_2bTXBNLrnrWhN53,Fight to overcome covid-19,EN
R_2bTuJ1Oldmo4Kvx,Transparency,EN
R_2bTxh5gVKtXtoh5,Honesty,EN
R_2bTxypmzp3cEaeK,Changements climatiques,FR-CA
R_2bUibksRxwxFPyY,senior issues,EN
R_2bUjzVRjkLL72cN,the economy,EN
R_2bUm70SaCNB4AqK,la dette que nous a laissé le gouv.Trudeau,FR-CA
R_2bV0aYBQRB0UvTC,equality,EN
R_2bV629TdwrYPFxj,C-19,EN
R_2bVLknMF3beCgqr,Development of new industry in Alberta to replace declining oil industry,EN
R_2bVMch70Kd1unnn,la santé,FR-CA
R_2bVNp0a3UJQX5rM,Climate,EN
R_2bVQv7gunuuDf5t,BATTRE TRUDEAU,FR-CA
R_2bWukkSITunrgIy,Native rights and issues,EN
R_2bZrD7goT2KRJoZ,environment,EN
R_2bZrZ0vA7FrvtzH,Seniors'  issues and gun control,EN
R_2bZtKiXIdkHWXKb,Disability and healthcare,EN
R_2bm5bzsvsim2HtL,COVID,EN
R_2boVka2OFivDVAt,finances publiques,FR-CA
R_2bqMfUVZvJrrZ4d,coved 19,EN
R_2brACVAN6mfkKOd,More assistance to Seniors,EN
R_2bruljyaELhc4vf,Nothing,EN
R_2c0BcldlhYQ0eBu,COVID,EN
R_2c0Fvy6x69Pz9R3,The cost of living,EN
R_2c0KUDfhW8Uio2x,La santé,FR-CA
R_2c0MpInLkRjb0dD,Removing the Liberals from power,EN
R_2c0ZpZ9SME1TI2D,Freedom,EN
R_2c0mzWgM1iVmLfP,"Looking after the old, sick and disabled.",EN
R_2c0nPdpNItHGGHe,Nothing,EN
R_2c0pyTSWFFFn45P,Climate Change,EN
R_2c14cTHjAcLJABF,Lutte à la pauvreté,FR-CA
R_2c1w5YcE29jI90J,l'argent,FR-CA
R_2c1ws6SH4wfiHTD,Health,EN
R_2c2CRiHSNWVaMgB,Does it really matter? They will do what they want anyway. Our opinions don’t matter.,EN
R_2c2gxPGc1930pAK,Climate change,EN
R_2c59wQZDF5ISvdi,l économie,FR-CA
R_2c5BANoFycMYQAw,getting rid of this vaccine passport,EN
R_2c5ysxO8a8Tv76z,mental illness,EN
R_2c5zQzVcjv3UyL5,La santé,FR-CA
R_2c6DkmfqGqLqrP0,Who to vote for,EN
R_2c6Dx8v7sd2frzs,Restart the economy,EN
R_2c6MzCHFPUgTcRJ,not avl,EN
R_2c6hzLk5kIoUOqW,the election,EN
R_2c6lGrLZgdDHBER,Mandates and censorship,EN
R_2c7RyrIBRrCDxc9,Don’t have a right to vote,EN
R_2c7pFSIVBHRDWEm,Economy,EN
R_2c7vOo4MGn3Lqi2,L'environnement,FR-CA
R_2c7w8dCdU81ggZx,La Santé,FR-CA
R_2c89t9mrbMJI71k,"government spending, dealing with pandemic,overall foreign affair",EN
R_2cA9hqHEStMOpb2,Cost of living is too high,EN
R_2cAA4CCMiLHhSru,Housing,EN
R_2cAPnHq5xMqgTha,Pension aux personnes de plus de 65 ans,FR-CA
R_2cAZH4wOpDRACjq,Not sure,EN
R_2cBiOUkIFyrHEto,Economy,EN
R_2cC4Ws4Kw9XLsN3,Protège le Québec et donner une bonne lesson à Justin qui ri de dépenses l’argent des cana sans compte,FR-CA
R_2cC9pyU1rBGtNqG,Sante,FR-CA
R_2cCKy42lPkhdLW7,Healthcare,EN
R_2cCPQZ07tg88rOP,Libre choix du vaccin sans contrainte,FR-CA
R_2cCVPToXPWdH1a5,federal debt,EN
R_2cCo379EG4jnnVp,arrêter le gaspillage,FR-CA
R_2cCpMaSP49CjHN1,Corruption of ruling party,EN
R_2cCsPsszcf9LarE,don't  know,EN
R_2cCyVfJWxF0gLKX,Sante,FR-CA
R_2cbCxTuPvj6y2an,Virus,FR-CA
R_2cbDBbwU32fhyST,Deficit,EN
R_2cbEiLHurEEKnF4,Santé,FR-CA
R_2cbJNOh3ALgqkwl,healthcare,EN
R_2cbJx6JAwOJv5Ws,Economic Recovery,EN
R_2cbciCTr2128Ueq,Climate change,EN
R_2cbhIwWKcfwAMa3,Getting Trudeau out of office,EN
R_2cbwSCIDGZw3hMb,Debt,EN
R_2cc5Rggxhoj3nA9,Youth engagement plan,EN
R_2ccDa8ByoHBYooN,"Pour moi, c'est une élection tout à fait inutile",FR-CA
R_2ccHx3d1174tKl8,"Honesty from a politician, but I know that's not possible.",EN
R_2cd2GvyAlfWVU7H,cost of living,EN
R_2cd6Sf3Cnz6tCO6,healthcare,EN
R_2cd9UQV8dL3qBTK,Recovering from the pandemic,EN
R_2cd9sxO1anHS71N,"Aucun enjeu, aucune attente, je vais voter dans une élection qui n'aurait pas dû être.",FR-CA
R_2cdfzTN9ymBzU68,affordable housing,EN
R_2cdvQryHkNnw2d7,Gérer la COVID-19,FR-CA
R_2ceCfQUJd9Wjcl7,Lutter contre la pandémie (vaccination obligatoire),FR-CA
R_2ceaRf7RxBJc1RE,Economy,EN
R_2cealYkxfc6TOPF,n/a,EN
R_2ceamkzTHZvEQ2U,Gestion des finances,FR-CA
R_2cegjIjDZEa5llW,"la gestion du pays, l economie et l assurance sante.",FR-CA
R_2chC3u3NFo25DIq,Mettre fin au gouvernement de Justin Trudeau,FR-CA
R_2chEUoJPfS2J34k,Environment,FR-CA
R_2chFF118MjPUo55,Transparency,EN
R_2chZC5rJ25ICW8Z,immigration,EN
R_2ci3OWSEqtX416K,Provinces are all represented,EN
R_2ci4eOxOWMbWGQQ,climate change,EN
R_2ci4qgaq1QGFo6G,La santé,FR-CA
R_2ci9FXNK6PJ5c3G,Environment,EN
R_2ciV36Cvw0nBpm1,Rising debt that all Canadian has to pay in form of tax that will increase gradually.,EN
R_2cj4CmN9qrAANHU,Rien,FR-CA
R_2cj9EjV259gBgQJ,Income inequality,EN
R_2cjRFZ6DNQkahQa,Environnement,FR-CA
R_2cjyoC37QVL5rP7,Political Reform,EN
R_2ck1PSjr4AmlGzr,Lower taxes,EN
R_2ck1cm1yzANkMbB,La santé,FR-CA
R_2ckB8IiuNaOTzv3,Taxes are too much for people who are working and some people are just getting unemployment funds and working illegally which is not good for the people who are paying taxes and working towards the country,EN
R_2ckDDgSfG0u6ctE,Les dépenses folles de 1er ministre Trudeau et il va à l’encontre de la chartre des droits et libertés des personnes,FR-CA
R_2ckFbh9OYXsbIQF,RACISM and rights of indigenous people,EN
R_2ckhhPjcMN8fEqx,Health,EN
R_2cnESYbCflOBNkf,Convid and economical recovery,EN
R_2cnjcJm4HgF6tst,Affordable housing,EN
R_2cnkAUkyuKvDHe2,FAMILLE,FR-CA
R_2coRI7iNzlXwPLZ,HEALTHCARE,EN
R_2coSN9P4DWC8PU9,COVID-19,EN
R_2coUE18bENKMZo6,Pandémie,FR-CA
R_2con9vZZaXSewtp,War,EN
R_2congL0RnN5608V,Sortir de la covid,FR-CA
R_2corIpcEaEp2vb0,Health care,EN
R_2covQwfxbzMcvQ6,Freedom,EN
R_2cpV7hhpD9XqhO9,federal budget,EN
R_2cpbLjgIeRab3Dd,Wages,EN
R_2cqLUY1P62p4xaf,Environnement,FR-CA
R_2cqNPIjr19D2T7B,covid,EN
R_2cqhPMiAnlMSLUw,Économie,FR-CA
R_2ctGGMVmOjSRHFw,handling of the pandemic,EN
R_2ctIQKlwONufUde,Taxes,EN
R_2ctNb6GcC13jym8,Managing COVID-19,EN
R_2ctNrtdBEB2tIeA,Rights and Freedoms,EN
R_2ctsSndhTdv3dxG,Economic recovery from the pandemic,EN
R_2cu3VnzKCqYnUUI,Health,EN
R_2cuQ2voFqPsrAER,Education for the kids,EN
R_2cuQ6mwlUBLfRXZ,Soins de santé,FR-CA
R_2cuRQu2K2XZHK7c,"Trudeau has bad advisors, he should never have called an election",EN
R_2cuSHHHqKLonxQD, Put Trudeau out,FR-CA
R_2cuZ61DvJS4rYMd,Avoir le meilleur,FR-CA
R_2cubluCjEalhJb3,COVID,EN
R_2cufq0asdzdxLW9,Covid Vaccine,EN
R_2cupeVTKbCzUPia,Vaccine compliance,EN
R_2cuyaM7IxYbD0uu,Health care system,EN
R_2cvJdk2URyTjD4d,Covid-19 response,EN
R_2cvKK6P0kQzqt7V,climate change,EN
R_2cvVK5I0a4cNzzi,Santé et dette,FR-CA
R_2cvaIEpFCMAbcYY,la drogue,FR-CA
R_2cw5sjE0e7I4ePa,The deficit,EN
R_2cwKMnVpylL9XJa,santé,FR-CA
R_2czSPYuG19HhCqQ,La pauvreté et système de santé,FR-CA
R_2czV5x5Snq0o4hM,The way the pandemic was handled,EN
R_2czwWRZUyEc3K3h,L’économie,FR-CA
R_2dA812g7XvWzub4,Climate Change,EN
R_2dAWGYW7IiTYm8v,Covid 19,EN
R_2dAdO9v4Ey96fS9,Les finances,FR-CA
R_2dAwlsNcQVg5a9F,Economic recovery plan.,EN
R_2dAwmLFUYrbmlRH,rights and freedoms,EN
R_2dAxIpxhTyT6Mp0,Education,EN
R_2dAyftoWeIIDpYT,le pouvoir,FR-CA
R_2dBeQaEuwLxC4Ho,"ENVIRONMENT - PLASTICS, CARBON EMISSIONS, LOGGING",EN
R_2dBeaSelpfe4oKb,Jobs,EN
R_2dBko3LfbXZQfMy,La santé,FR-CA
R_2dBmKpMEubKolwB,leadership,EN
R_2dDR11v50usvXIr,Covid 19,EN
R_2dEAufcZApCyNdO,economic recovery,EN
R_2dEKgRmlFwOsJ6w,Education,EN
R_2dEcXyTlBpCEM0P,Cost of living,EN
R_2dFHrhP239yjTSv,Cost of living,EN
R_2dFK8tMHJWsp7Lw,Economy,EN
R_2dFOADfmHAKCrKP,Climate change,EN
R_2dFrlCSg8mBg3Uf,Economy,EN
R_2dG5HJSdzSAm2XE,Opioid crisis,EN
R_2dGeFCbael32I2Q,that we stop sending so much money to other countries,EN
R_2dGi3IIe0wmodLq,Environnement,FR-CA
R_2dGy2RNHUuER1bi,Financial recovery from pandemic,EN
R_2dGzw0anUADbuDA,Economic,EN
R_2dHjNyojeDbUjP5,Someone who will recognize the unique needs of Alberta,EN
R_2dJUZQYvAXir69u,Health care,EN
R_2dJWKk851szUH2t,Dette nationale,FR-CA
R_2dK1YQuvDsKyJdw,Taxes,EN
R_2dKKjaq1A63122u,We need to take care of our own people for a change instead of taking care of every other country tries people and leaving ours with the least amount of resources,EN
R_2dKMNLz65CsAetj,remettre sur pied les finances du canada,FR-CA
R_2dKjwHUupramwpz,The majority of seats on in the east,EN
R_2dKlJboSrvrPZP2,Assurance meducament,FR-CA
R_2dL66sdxdjjbNL2,Not sure various issues,EN
R_2dLQP1ouFxiPHXt,health care,EN
R_2dLVrgmjWpEuRab,L’accès à la couverture sociale,FR-CA
R_2dLbQ8mu0ipnABh,Economy,EN
R_2dLclJiJJbk6Do0,To get rid of the corrupt liberal government.,EN
R_2dLoSMLgjkSwky3,Health Care,EN
R_2dLsDhzTehz46tg,student debt,EN
R_2dMW1wKW9xl94OS,Housing affordability,EN
R_2dMWgHzs1oDoVdZ,Nothing,EN
R_2dMZtGpkVYo7bg2,Financial stability,EN
R_2dMbf5AS2al6Tcr,Health care,EN
R_2dMixYfcC0zMf9F,Pandémie,FR-CA
R_2dMuJxf7n7wI5Of,Economie,FR-CA
R_2dMvVS60wUsHRFS,Housing.,EN
R_2dNgAbmPqDniNmn,Immigration,EN
R_2dNpKYvEUvO1mjS,Honest government,EN
R_2dNshTTUYUWy8ga,economic recovery after / during covid,EN
R_2dQIgoD4nxfG688,Économie,FR-CA
R_2dQRrIUEpWFp4t6,L’environnement,FR-CA
R_2dQi7qg1fGefSbb,Environnement,FR-CA
R_2dR2HuYRbMXodzU,economy,EN
R_2dR7MHgmihbi2hS,Le système de santé,FR-CA
R_2dRAPN0GV7BBHa2,climate change,EN
R_2dRVy4iPF1AM1ZK,the economy,EN
R_2dRXWJi073l5njc,Le coût de la vie,FR-CA
R_2dRqo8lluRF5Nut,la lutte au déficit engendré par les libéraux,FR-CA
R_2dRtogNfZnQzhFC,Taxes,EN
R_2dRxIVO36HPEoyb,Gestion de la pandémie et du système de santé,FR-CA
R_2dSDq8qVnp3VuZu,L'environnement,FR-CA
R_2dSVOgzbBOigxwd,Economie,FR-CA
R_2dSWjNgq9YQPpR0,L'environnement,FR-CA
R_2dSb25gHlhd7UM3,Education,EN
R_2dSefldYUylpjtF,Accountability,EN
R_2dSfOq3IKmfuWtd,Indigenous reparations,EN
R_2dSh40PRLF9uPLM,none,EN
R_2dSlur0HDff5zpa,covid,EN
R_2dT6z1xZnsRxaQs,LGBTQ,EN
R_2dT7MQrfwjxXpbb,santé  et éducation,FR-CA
R_2dW3DHWuAhX5Rw1,Draconian orders in council such as the instant criminalization of law abiding gun owners.,EN
R_2dW5dwSNbiWfEuP,Affordability,EN
R_2dW6sPwgeNEJIZU,Climate Change,EN
R_2dWGOIYISXoZLrE,L'environnement,FR-CA
R_2dWIs5mBLBGQvHk,housing and affordability in the upcoming years as I finish university,EN
R_2dWJOImaBxLorrH,Économie,FR-CA
R_2dWmecoWiKrErWQ,affordability of housing,EN
R_2dWuPmPr7SEg506,Debt,EN
R_2dX8IFjJqETGx9a,L'environnement,FR-CA
R_2dXBBX1Zogw6m6Q,debt,EN
R_2dXP9Yg339ZkSlq,The economy,EN
R_2dXSvFlYEGgoLZw,Environnement,FR-CA
R_2dXfWfEnbq3wPOe,Cost of living,EN
R_2dXhz2IAi1Y8vVK,Cannot afford a home or the cost of living,EN
R_2dXxVEyWk3ekLrW,Federal government deficit,EN
R_2dYB5FyMn8NuJMs,Economy,EN
R_2dZ2fyT8hhYdOy5,Fairness and the people,EN
R_2dZkZYZe9zmwk6X,healthcare,EN
R_2dZmsOQDhGaIVO3,Climate change,EN
R_2dZvh37tHBuSS1U,La liberté,FR-CA
R_2dZwMiHZa6ICqef,Getting Trudeau out of power,EN
R_2dfOvfYRoPirEhh,idk i dotn give a shjit,EN
R_2dg59zhwxMSA7pW,COVID policies,EN
R_2dg6HGARHnMOK3L,Climate change,EN
R_2dgUwXrSq1oyYoa,L'environnement,FR-CA
R_2dgXoek8ueEuX6A,Mandatory Vaccination,EN
R_2dgYycfzZ1MCB9d,Climate change plan,EN
R_2dgbO92i5usjJ84,living costs,EN
R_2dgy9AYEjJZvsZh,Federal government debt,EN
R_2dhIk6E1geYXD5g,Éducation,FR-CA
R_2dhZ8Caqks4K74S,Covid restrictions,EN
R_2dhjdJD84bjdRmH,Climate change,EN
R_2dhxNG6EkJMlGEm,Lutte aux changements climatiques,FR-CA
R_2dhxZJK4QBPvbW4,UBI,EN
R_2dhxxGBJn3YhhvU,Cost of living,EN
R_2di0WSUqoMqnU3w,Economy  and Covid,EN
R_2di4aAOfmHaD6Dg,Relancement économique,FR-CA
R_2diGYxjZy3ez18l,Clean drinking water for all first nations.,EN
R_2diPVdbwckA46Xc,A different choice for leader than all those that are running.,EN
R_2dihrp84BHMcEWI,Economie,FR-CA
R_2ditZHxUIXcl9jA,Jobs,EN
R_2dj5cuwnGcCuDs4,Health care,EN
R_2dlHdWLySYh2tal,Alberta's inequity in the governance of Canada,EN
R_2dlTq1hFSsRwm0f,Le changement climatique,FR-CA
R_2dm2POjICmsJZKf,the amount of infliuence by corporate and business interests,EN
R_2dm4JAEQfl8UZvz,Housing,EN
R_2dm7AudRpSq25xh,Equality,EN
R_2dmQXXxB9qDntIt,Environmental Issues,EN
R_2dmXeAn05xF4MVW,Un gouvernement majoritaire,FR-CA
R_2dmeC5xAqUKUQ7K,Getting rid of Trudeau,EN
R_2dmeUBY2kvFjslB,La pandémie,FR-CA
R_2dmgfscYlkkValb,Vaccines mandatory,EN
R_2dmtZ0sncrnVf4q,L'environnement / la crise climatique,FR-CA
R_2dnEmWbg22negN2,Increase for seniors on GIS,EN
R_2dnKWDo2bS69VOU,health care,EN
R_2dnW1GPPNd1Uyws,Get rid of Trudeau,EN
R_2dnWsDedm6FxuY4,health care,EN
R_2dnXDtI3wcVyojV,Environmental protection,EN
R_2dndmTXcHHbq3y2,Health Care,EN
R_2dnewGqX6PwVlUg,HEALTHCARE,EN
R_2dnkBqUkFxmDxbR,"Cost of living, rent and house affordability is WAY disproportioned to wages, even with the minor minimum wage increases in recent years. COVID safety, making veterinary care tax-deductible in B.C. taxing the rich and giving the average joe a break. Vancouver is almost unlivable currently. Working minimum wage, should still be able to afford the bare minimum without needing to work 12-14 hours every day with 2 full time jobs...",EN
R_2dnnxGtpop1PWmQ,Health care,EN
R_2dnolfE6XaGd9dc,Santé,FR-CA
R_2dnoqgO3rXNiLUw,Économie,FR-CA
R_2do16ODQvw7A7YV,senior's benefits,EN
R_2do9EEiV6gY7NDC,low income housing,EN
R_2doIVdW4TvbrLe4,Job security,EN
R_2dolBUsY87CuWVz,L’économie,FR-CA
R_2doo6UFxKaaQUGF,La gestion de la COVID,FR-CA
R_2dp7LsOII9XREdl,COVID,EN
R_2dphkex8TTElkUa,Money,EN
R_2drSEAChHJHu17O,economy and debt,EN
R_2dsC4yCWcOm372Y,Covid 19,EN
R_2dsVAXf5hN9NRlW,That we vote liberals out!,EN
R_2dsZRWBAbvD3zmU,Healthcare,EN
R_2dsdjO9E1uhukdO,seniors protection,EN
R_2dsuu3rcqKxHKfr,easy to vote,EN
R_2dsxlEnXGGrJ88U,Policies that affect climate change,EN
R_2dt0U1GEsasfxLn,prescription drug coverage,EN
R_2dtEWU1Jd1gq3Wt,Health care,EN
R_2dtIZz2XR6pTco4,L'environnement,FR-CA
R_2dtOUHWqNYto9RH,Climate change,EN
R_2dtiCjrPr2ff1xE,jobs,EN
R_2dtk5GPgzf7LHto,Défendre l'autonomie du Québec,FR-CA
R_2dtmXMepo6kb7Np,majoritaire,FR-CA
R_2dtpSqXJdx3yszO,Le mode de scrutin,FR-CA
R_2duNcfyakrXDWFE,Cost of living,EN
R_2duQRaxmttl8P3y,the climate crisis,EN
R_2duVmOQt7KzzaQF,Post COVID recovery,EN
R_2dumCDCkk3SlB94,Employment,EN
R_2duzqdFixlOpp9o,Economy,EN
R_2dvaqteNIljBq08,Childcare,EN
R_2dvcPTdbYtudO52,Climate change,EN
R_2dvh7IRrrXwxdfd,Healthcare,EN
R_2dvhGNDf1q7TIq3,unemployment and underemployment,EN
R_2dxPXPD5nYwdiv4,climate control,EN
R_2dxQ3xb24sAfhmS,Environment,EN
R_2dxVUVAeMJjBe2a,Healthcare,EN
R_2dy9RVyMq6VVltj,Climate crisis,EN
R_2dyJ2SgskxEwkx5,Pandemie,FR-CA
R_2dyamH8zJ7Mh0Th,Housing,EN
R_2dyjiPmwLr7MgBc,L'économie,FR-CA
R_2dz0RpxksBEqLJq,Déficit,FR-CA
R_2dz28NdN9IBenUP,"Standardization of universal health care, pharma care & care for seniors across Canada.",EN
R_2dzEoopw7feP7zC,Childcare costs,EN
R_2dzFVIryyh6ndbv,Climate change,EN
R_2dzH2gzPGCbcU3K,Terminer la PCRE,FR-CA
R_2dzIutDwJw9LUCl,Economy,EN
R_2dzQtplIQCMqgFK,Environnement,FR-CA
R_2dzRgNgU3Hflotx,Transfert en santé,FR-CA
R_2dzgGIDlKSKKMXi,Environnement,FR-CA
R_2dzkgt3T89oI0Hb,déloger justin trudeau,FR-CA
R_2dznPu4TQ1xpmct,Économie,FR-CA
R_2dzpQbhRoWSN6It,Environnement,FR-CA
R_2e254wB9sYKlHkg,Health Care,EN
R_2e2KMsdWr2FQEaC,economic recovery,EN
R_2e2svTfAenTLM9R,Inflation,EN
R_2e2v9Imi38kGd7S,Ending Lockdowns,EN
R_2e3Hwyax6Of7vUm,Prendre soin de son peuple,FR-CA
R_2e3cNAdQq2l0oLL,pandémie,FR-CA
R_2e3x6PJuhGCKHt0,Health care,EN
R_2e4D2MtkStTM9aO,L'environment et la santé,FR-CA
R_2e4Q9F52ndINw64,The economy,EN
R_2e54ZckpKahxi2v,economy,EN
R_2e58DxB03Tav4i9,Health care,EN
R_2e5nVkocD4ZOr60,Freedom to choose,EN
R_2e5we0T6PPTXxHv,Healthcare/seniors,EN
R_2e8AMrfDC96n2GE,Economic,EN
R_2e8BSMScDBFvIAU,Santé,FR-CA
R_2e8CrdrlqXEfeKX,des élections n'étaient pas nécessaire ni souhaitée,FR-CA
R_2e8NPZ8FJQKxls3,Crise climatique,FR-CA
R_2e8dmJ9DadzbYJW,environnement,FR-CA
R_2e8xoxNU1vZ0c9c,"Le multiculturalisme, le droit des minorités de genre et empêcher les conservateur de prendre le pouvoir.",FR-CA
R_2e8ziaXNwryQB9n,Le passeport vaccinal,FR-CA
R_2e9ArzcR3OdqKQp,"langue française, environnement, distribution de la richesse",FR-CA
R_2e9BJLzauoJXLoX,Environnement Santé,FR-CA
R_2e9CTrhHlGWYRqp,Les garderies,FR-CA
R_2e9DrqRd19YSBC9,"The fact that Trudeau is a virtue signaling idiot that gives away billions of our money to other countris, and that he wants to disarm law abiding citizens.",EN
R_2e9G0UfP4H7Hw1E,Économie,FR-CA
R_2e9HGG6T8e9HbiP,ne pas avoir un gouvernement libéral,FR-CA
R_2e9ciyatxfHvnig,To have a sane majority govt,EN
R_2e9eydH13Xw9rwF,pandemic response,EN
R_2e9fBA2i76zkhMK,Pandemic management,EN
R_2e9hwi61WhV080a,Out of control government spending.,EN
R_2e9nnXOafsWvnkr,"La liberté des gens concernant le vaccination, aucune obligation. L'environnement, la dette, la sécurité",FR-CA
R_2eOLfp7PMpFBYIO,Education,EN
R_2eOUSszhSSWgLCp,Economy,EN
R_2eOkyG5Y2W0npHH,Ethics,EN
R_2eOlV7bsp8KkqAY,L'environement,FR-CA
R_2eOm07O82tenurs,Taxation increases,EN
R_2eOw9f76bkKU4Gv,"Conservateur = tradition, royaliste, état minimal, moins de compassion pour les moins favorisés; Libéraux = plus favorables aux gens de la classe moyenne, plus de programme sociaux, plus favorables à l'intervention de l'état.  On choisit entre ces deux approches.",FR-CA
R_2ePAwwdZbLtDPHG,Health care,EN
R_2ePThp4CJCuSbSK,Climate change,EN
R_2ePXulPG9yLa35j,the climate crisis,EN
R_2ePcf57qaVFTyD5,Clean drinking water,EN
R_2ePeyK312RumPAa,Santé,FR-CA
R_2ePsUNcNIAxFjo0,Climat,FR-CA
R_2ePx0SO1O4CXmR9,housing,EN
R_2eQ1LNAR2YHWZTK,cost of living,EN
R_2eQCPgmaX2ndKzG,Pandemic,EN
R_2eQIowK5I1Heto9,La santé en lien avec la Covid,FR-CA
R_2eQYQwq57r01mFp,healthcare,EN
R_2eQi4nkBlaxnRyl,non so far,EN
R_2eQnZKSNtQjahzU,L’économie,FR-CA
R_2eR44KjTE1WPVpD,Debt,EN
R_2eRJkaWYLSMTMVD,Environnement,FR-CA
R_2eRPsRpk4zbgUS8,Climate change,EN
R_2eRWHCWph35L9yr,La dette,FR-CA
R_2eRaiQlRGJoerML,The environment,EN
R_2eRnyjD06VIsybM,free fair election,EN
R_2eRxNaXz2PIAxDG,Jobs,EN
R_2eRxfU2Nhijuy4V,Balancing the budget!,EN
R_2eRz76C8cZYz5ju,Le climat,FR-CA
R_2eUKCj6kYGvDZjo,housing,EN
R_2eUz63Z608wVQdO,health care,EN
R_2eVD21qSw6g70Uj,HOUSING price,EN
